阿爸 a1/ba4
博爱 bo2/ai4
博大 bo2/da4
博得 bo2/de2
博古 bo2/gu3
博览 bo2/lan3
博识 bo2/shi4
博士 bo2/shi4
博物 bo2/wu4
博学 bo2/xue2
渤海 bo2/hai3
搏斗 bo2/dou4
搏击 bo2/ji1
薄板 bao2/ban3
薄利 bao2/li4
薄膜 bao2/mo2
薄情 bao2/qing2
薄弱 bao2/ruo4
簸箕 bo3/ji1
补办 bu3/ban4
补报 bu3/bao4
补偿 bu3/chang2
补充 bu3/chong1
补丁 bu3/ding1
补发 bu3/fa1
补给 bu3/gei3
补交 bu3/jiao1
补缴 bu3/jiao3
补救 bu3/jiu4
补考 bu3/kao3
补课 bu3/ke4
补领 bu3/ling3
补码 bu3/ma3
补票 bu3/piao4
补品 bu3/pin3
补缺 bu3/que1
补入 bu3/ru4
补税 bu3/shui4
补贴 bu3/tie1
补习 bu3/xi2
补写 bu3/xie3
补选 bu3/xuan3
补血 bu3/xue4
补遗 bu3/yi2
补益 bu3/yi4
补正 bu3/zheng4
补助 bu3/zhu4
补足 bu3/zu2
哺乳 bu3/ru3
哺养 bu3/yang3
哺育 bu3/yu4
捕获 bu3/huo4
捕捞 bu3/lao1
捕杀 bu3/sha1
捕食 bu3/shi2
捕鱼 bu3/yu2
捕捉 bu3/zhuo1
不安 bu4/an1
不败 bu4/bai4
不备 bu4/bei4
不比 bu4/bi3
不必 bu4/bi4
不便 bu4/bian4
不变 bu4/bian4
不畅 bu4/chang4
不成 bu4/cheng2
不啻 bu4/chi4
不错 bu4/cuo4
不大 bu4/da4
不带 bu4/dai4
不待 bu4/dai4
不单 bu4/dan1
不但 bu4/dan4
不当 bu4/dang1
不到 bu4/dao4
不得 bu4/de2
不等 bu4/deng3
不定 bu4/ding4
不懂 bu4/dong3
不动 bu4/dong4
不断 bu4/duan4
不对 bu4/dui4
不多 bu4/duo1
不乏 bu4/fa2
不法 bu4/fa3
不凡 bu4/fan2
不犯 bu4/fan4
不妨 bu4/fang2
不分 bu4/fen1
不服 bu4/fu2
不符 bu4/fu2
不该 bu4/gai1
不干 bu4/gan4
不甘 bu4/gan1
不敢 bu4/gan3
不高 bu4/gao1
不公 bu4/gong1
不够 bu4/gou4
不顾 bu4/gu4
不关 bu4/guan1
不管 bu4/guan3
不光 bu4/guang1
不轨 bu4/gui3
不过 bu4/guo4
不好 bu4/hao3
不合 bu4/he2
不和 bu4/he2
不会 bu4/hui4
不及 bu4/ji2
不计 bu4/ji4
不佳 bu4/jia1
不见 bu4/jian4
不讲 bu4/jiang3
不解 bu4/jie3
不借 bu4/jie4
不仅 bu4/jin3
不尽 bu4/jin3
不禁 bu4/jin4
不经 bu4/jing1
不静 bu4/jing4
不久 bu4/jiu3
不拘 bu4/ju1
不倦 bu4/juan4
不绝 bu4/jue2
不觉 bu4/jue2
不堪 bu4/kan1
不靠 bu4/kao4
不可 bu4/ke3
不肯 bu4/ken3
不快 bu4/kuai4
不愧 bu4/kui4
不来 bu4/lai2
不理 bu4/li3
不力 bu4/li4
不利 bu4/li4
不良 bu4/liang2
不了 bu4/le
不料 bu4/liao4
不灵 bu4/ling2
不论 bu4/lun4
不满 bu4/man3
不忙 bu4/mang2
不免 bu4/mian3
不妙 bu4/miao4
不明 bu4/ming2
不难 bu4/nan2
不能 bu4/neng2
不宁 bu4/ning2
不怕 bu4/pa4
不配 bu4/pei4
不平 bu4/ping2
不前 bu4/qian2
不巧 bu4/qiao3
不清 bu4/qing1
不屈 bu4/qu1
不然 bu4/ran2
不忍 bu4/ren3
不容 bu4/rong2
不如 bu4/ru2
不善 bu4/shan4
不少 bu4/shao3
不深 bu4/shen1
不慎 bu4/shen4
不胜 bu4/sheng4
不失 bu4/shi1
不时 bu4/shi2
不识 bu4/shi4
不使 bu4/shi3
不是 bu4/shi4
不适 bu4/shi4
不熟 bu4/shu2
不算 bu4/suan4
不太 bu4/tai4
不停 bu4/ting2
不通 bu4/tong1
不同 bu4/tong2
不妥 bu4/tuo3
不外 bu4/wai4
不忘 bu4/wang4
不畏 bu4/wei4
不稳 bu4/wen3
不问 bu4/wen4
不息 bu4/xi1
不惜 bu4/xi1
不详 bu4/xiang2
不想 bu4/xiang3
不象 bu4/xiang4
不屑 bu4/xie4
不懈 bu4/xie4
不信 bu4/xin4
不行 bu4/xing2
不幸 bu4/xing4
不朽 bu4/xiu3
不需 bu4/xu1
不许 bu4/xu3
不逊 bu4/xun4
不严 bu4/yan2
不要 bu4/yao4
不一 bu4/yi1
不依 bu4/yi1
不宜 bu4/yi2
不移 bu4/yi2
不已 bu4/yi3
不义 bu4/yi4
不易 bu4/yi4
不意 bu4/yi4
不应 bu4/ying1
不用 bu4/yong4
不由 bu4/you2
不予 bu4/yu3
不远 bu4/yuan3
不愿 bu4/yuan4
不悦 bu4/yue4
不再 bu4/zai4
不在 bu4/zai4
不曾 bu4/ceng2
不振 bu4/zhen4
不正 bu4/zheng4
不知 bu4/zhi1
不值 bu4/zhi2
不止 bu4/zhi3
不只 bu4/zhi3
不致 bu4/zhi4
不周 bu4/zhou1
不住 bu4/zhu4
不准 bu4/zhun3
不足 bu4/zu2
布告 bu4/gao4
布谷 bu4/gu3
布景 bu4/jing3
布局 bu4/ju2
布朗 bu4/lang3
布料 bu4/liao4
布满 bu4/man3
布面 bu4/mian4
布匹 bu4/pi3
布什 bu4/shen2
布线 bu4/xian4
布鞋 bu4/xie2
布依 bu4/yi1
布置 bu4/zhi4
步兵 bu4/bing1
步步 bu4/bu4
步调 bu4/diao4
步伐 bu4/fa2
步履 bu4/lv3
步枪 bu4/qiang1
步入 bu4/ru4
步行 bu4/xing2
步骤 bu4/zhou4
步子 bu4/zi
部颁 bu4/ban1
部长 bu4/zhang3
部队 bu4/dui4
部分 bu4/fen1
部份 bu4/fen4
部级 bu4/ji2
部件 bu4/jian4
部类 bu4/lei4
部落 bu4/luo4
部门 bu4/men2
部首 bu4/shou3
部署 bu4/shu3
部委 bu4/wei3
部位 bu4/wei4
部下 bu4/xia4
部优 bu4/you1
部属 bu4/shu3
部族 bu4/zu2
埠头 bu4/tou2
擦亮 ca1/liang4
擦伤 ca1/shang1
擦拭 ca1/shi4
擦网 ca1/wang3
猜测 cai1/ce4
猜谜 cai1/mi2
猜拳 cai1/quan2
猜想 cai1/xiang3
猜疑 cai1/yi2
才干 cai2/gan4
才华 cai2/hua2
才能 cai2/neng2
才气 cai2/qi4
才识 cai2/shi4
才是 cai2/shi4
才行 cai2/xing2
才学 cai2/xue2
才有 cai2/you3
才智 cai2/zhi4
才子 cai2/zi
材料 cai2/liao4
财宝 cai2/bao3
财产 cai2/chan3
财富 cai2/fu4
财会 cai2/hui4
财经 cai2/jing1
财礼 cai2/li3
财力 cai2/li4
财贸 cai2/mao4
财权 cai2/quan2
财神 cai2/shen2
财税 cai2/shui4
财团 cai2/tuan2
财务 cai2/wu4
财物 cai2/wu4
财源 cai2/yuan2
财政 cai2/zheng4
财主 cai2/zhu3
裁定 cai2/ding4
裁缝 cai2/feng4
裁减 cai2/jian3
裁剪 cai2/jian3
裁决 cai2/jue2
裁军 cai2/jun1
裁判 cai2/pan4
裁员 cai2/yuan2
裁制 cai2/zhi4
采编 cai3/bian1
采伐 cai3/fa2
采访 cai3/fang3
采购 cai3/gou4
采集 cai3/ji2
采掘 cai3/jue2
采矿 cai3/kuang4
采录 cai3/lu4
采煤 cai3/mei2
采纳 cai3/na4
采暖 cai3/nuan3
采取 cai3/qu3
采收 cai3/shou1
采撷 cai3/xie2
采写 cai3/xie3
采样 cai3/yang4
采用 cai3/yong4
采油 cai3/you2
采摘 cai3/zhai1
采种 cai3/zhong3
彩带 cai3/dai4
彩灯 cai3/deng1
彩电 cai3/dian4
彩虹 cai3/hong2
彩绘 cai3/hui4
彩卷 cai3/juan3
彩礼 cai3/li3
彩排 cai3/pai2
彩票 cai3/piao4
彩旗 cai3/qi2
彩色 cai3/se4
彩霞 cai3/xia2
彩显 cai3/xian3
彩印 cai3/yin4
彩云 cai3/yun2
彩照 cai3/zhao4
菜场 cai4/chang3
菜单 cai4/dan1
菜刀 cai4/dao1
菜地 cai4/de
菜价 cai4/jia4
菜农 cai4/nong2
菜谱 cai4/pu3
菜市 cai4/shi4
菜蔬 cai4/shu1
菜肴 cai4/yao2
菜园 cai4/yuan2
参拜 can1/bai4
参差 can1/cha4
参观 can1/guan1
参加 can1/jia1
参见 can1/jian4
参军 can1/jun1
参看 can1/kan4
参考 can1/kao3
参量 can1/liang4
参谋 can1/mou2
参赛 can1/sai4
参数 can1/shu4
参议 can1/yi4
参与 can1/yu3
参预 can1/yu4
参阅 can1/yue4
参赞 can1/zan4
参展 can1/zhan3
参战 can1/zhan4
参照 can1/zhao4
参政 can1/zheng4
参酌 can1/zhuo2
餐费 can1/fei4
餐馆 can1/guan3
餐具 can1/ju4
餐厅 can1/ting1
餐桌 can1/zhuo1
残败 can2/bai4
残暴 can2/bao4
残存 can2/cun2
残毒 can2/du2
残废 can2/fei4
残骸 can2/hai2
残害 can2/hai4
残疾 can2/ji2
残局 can2/ju2
残酷 can2/ku4
残联 can2/lian2
残留 can2/liu2
残品 can2/pin3
残缺 can2/que1
残忍 can2/ren3
残杀 can2/sha1
残生 can2/sheng1
残损 can2/sun3
残余 can2/yu2
残月 can2/yue4
残渣 can2/zha1
蚕豆 can2/dou4
蚕蛾 can2/e2
蚕茧 can2/jian3
蚕桑 can2/sang1
蚕食 can2/shi2
蚕丝 can2/si1
蚕蛹 can2/yong3
蚕种 can2/zhong3
惭愧 can2/kui4
惨案 can3/an4
惨白 can3/bai2
惨败 can3/bai4
惨怛 can3/da2
惨淡 can3/dan4
惨毒 can3/du2
惨祸 can3/huo4
惨叫 can3/jiao4
惨境 can3/jing4
惨剧 can3/ju4
惨痛 can3/tong4
惨遭 can3/zao1
惨重 can3/zhong4
惨状 can3/zhuang4
灿烂 can4/lan4
仓储 cang1/chu3
仓促 cang1/cu4
仓房 cang1/fang2
仓皇 cang1/huang2
仓库 cang1/ku4
沧海 cang1/hai3
沧桑 cang1/sang1
沧州 cang1/zhou1
苍白 cang1/bai2
苍翠 cang1/cui4
苍劲 cang1/jin4
苍老 cang1/lao3
苍茫 cang1/mang2
苍穹 cang1/qiong2
苍松 cang1/song1
苍天 cang1/tian1
苍蝇 cang1/ying2
舱口 cang1/kou3
舱位 cang1/wei4
藏胞 cang2/bao1
藏历 cang2/li4
藏民 cang2/min2
藏匿 cang2/ni4
藏身 cang2/shen1
藏书 cang2/shu1
藏文 cang2/wen2
藏医 cang2/yi1
藏语 cang2/yu3
藏族 cang2/zu2
操场 cao1/chang3
操持 cao1/chi2
操劳 cao1/lao2
操练 cao1/lian4
操心 cao1/xin1
操行 cao1/xing2
操纵 cao1/zong4
操作 cao1/zuo4
嘈杂 cao2/za2
槽钢 cao2/gang1
槽糕 cao2/gao1
槽子 cao2/zi
草案 cao3/an4
草场 cao3/chang3
草丛 cao3/cong2
草地 cao3/de
草稿 cao3/gao3
草料 cao3/liao4
草率 cao3/lv4
草帽 cao3/mao4
草木 cao3/mu4
草拟 cao3/ni3
草皮 cao3/pi2
草坪 cao3/ping2
草签 cao3/qian1
草书 cao3/shu1
草酸 cao3/suan1
草图 cao3/tu2
草鞋 cao3/xie2
草药 cao3/yao4
草原 cao3/yuan2
草纸 cao3/zhi3
册子 ce4/zi
侧耳 ce4/er3
侧记 ce4/ji4
侧门 ce4/men2
侧面 ce4/mian4
侧翼 ce4/yi4
侧重 ce4/zhong4
厕所 ce4/suo3
测定 ce4/ding4
测度 ce4/du4
测绘 ce4/hui4
测距 ce4/ju4
测控 ce4/kong4
测量 ce4/liang4
测评 ce4/ping2
测试 ce4/shi4
测算 ce4/suan4
测验 ce4/yan4
策动 ce4/dong4
策反 ce4/fan3
策划 ce4/hua4
策略 ce4/lve4
策应 ce4/ying1
涔涔 cen2/cen2
层层 ceng2/ceng2
层次 ceng2/ci4
层级 ceng2/ji2
层面 ceng2/mian4
层析 ceng2/xi1
层压 ceng2/ya1
插班 cha1/ban1
插队 cha1/dui4
插口 cha1/kou3
插曲 cha1/qu1
插入 cha1/ru4
插手 cha1/shou3
插头 cha1/tou2
插图 cha1/tu2
插销 cha1/xiao1
插秧 cha1/yang1
插页 cha1/ye4
插足 cha1/zu2
插嘴 cha1/zui3
插座 cha1/zuo4
查办 cha2/ban4
查出 cha2/chu1
查处 cha2/chu4
查对 cha2/dui4
查访 cha2/fang3
查封 cha2/feng1
查核 cha2/he2
查获 cha2/huo4
查检 cha2/jian3
查禁 cha2/jin4
查看 cha2/kan4
查考 cha2/kao3
查明 cha2/ming2
查铺 cha2/pu4
查清 cha2/qing1
查哨 cha2/shao4
查收 cha2/shou1
查税 cha2/shui4
查问 cha2/wen4
查询 cha2/xun2
查验 cha2/yan4
查阅 cha2/yue4
查帐 cha2/zhang4
查找 cha2/zhao3
查证 cha2/zheng4
茶杯 cha2/bei1
茶房 cha2/fang2
茶馆 cha2/guan3
茶壶 cha2/hu2
茶具 cha2/ju4
茶盘 cha2/pan2
茶树 cha2/shu4
茶水 cha2/shui3
茶碗 cha2/wan3
茶叶 cha2/ye4
察访 cha2/fang3
察觉 cha2/jue2
察看 cha2/kan4
碴儿 cha2/er2
岔路 cha4/lu4
岔子 cha4/zi
诧异 cha4/yi4
差别 cha4/bie2
差错 cha4/cuo4
差点 cha4/dian3
差额 cha4/e2
差价 cha4/jia4
差劲 cha4/jin4
差距 cha4/ju4
差遣 cha4/qian3
差使 cha4/shi3
差事 cha4/shi4
差异 cha4/yi4
拆成 chai1/cheng2
拆除 chai1/chu2
拆穿 chai1/chuan1
拆封 chai1/feng1
拆毁 chai1/hui3
拆建 chai1/jian4
拆借 chai1/jie4
拆开 chai1/kai1
拆迁 chai1/qian1
拆散 chai1/san4
拆台 chai1/tai2
拆洗 chai1/xi3
拆卸 chai1/xie4
柴草 chai2/cao3
柴禾 chai2/he2
柴火 chai2/huo3
柴米 chai2/mi3
柴油 chai2/you2
豺狼 chai2/lang2
掺假 can4/jia3
掺杂 can4/za2
搀扶 chan1/fu2
搀和 chan1/he2
搀假 chan1/jia3
搀杂 chan1/za2
婵娟 chan2/juan1
孱弱 can4/ruo4
禅师 chan2/shi1
缠绵 chan2/mian2
缠绕 chan2/rao4
缠在 chan2/zai4
缠住 chan2/zhu4
蝉联 chan2/lian2
产出 chan3/chu1
产床 chan3/chuang2
产地 chan3/de
产妇 chan3/fu4
产后 chan3/hou4
产假 chan3/jia3
产粮 chan3/liang2
产量 chan3/liang4
产卵 chan3/luan3
产品 chan3/pin3
产前 chan3/qian2
产区 chan3/qu1
产权 chan3/quan2
产生 chan3/sheng1
产物 chan3/wu4
产销 chan3/xiao1
产业 chan3/ye4
产油 chan3/you2
产院 chan3/yuan4
产值 chan3/zhi2
谄害 chan3/hai4
铲除 chan3/chu2
铲子 chan3/zi
阐发 chan3/fa1
阐明 chan3/ming2
阐述 chan3/shu4
忏悔 chan4/hui3
颤动 chan4/dong4
颤抖 chan4/dou3
颤栗 chan4/li4
颤音 chan4/yin1
颤悠 chan4/you1
昌吉 chang1/ji2
昌盛 chang1/sheng4
猖獗 chang1/jue2
猖狂 chang1/kuang2
长安 zhang3/an1
长辈 zhang3/bei4
长波 zhang3/bo1
长成 zhang3/cheng2
长城 zhang3/cheng2
长处 zhang3/chu4
长春 zhang3/chun1
长存 zhang3/cun2
长达 zhang3/da2
长大 zhang3/da4
长得 zhang3/de2
长度 zhang3/du4
长短 zhang3/duan3
长发 zhang3/fa1
长方 zhang3/fang1
长工 zhang3/gong1
长官 zhang3/guan1
长河 zhang3/he2
长虹 zhang3/hong2
长江 zhang3/jiang1
长进 zhang3/jin4
长久 zhang3/jiu3
长空 zhang3/kong1
长廊 zhang3/lang2
长龙 zhang3/long2
长眠 zhang3/mian2
长年 zhang3/nian2
长跑 zhang3/pao3
长篇 zhang3/pian1
长期 zhang3/qi1
长驱 zhang3/qu1
长沙 zhang3/sha1
长势 zhang3/shi4
长寿 zhang3/shou4
长谈 zhang3/tan2
长途 zhang3/tu2
长远 zhang3/yuan3
长在 zhang3/zai4
长征 zhang3/zheng1
长足 zhang3/zu2
肠炎 chang2/yan2
肠子 chang2/zi
尝试 chang2/shi4
偿付 chang2/fu4
偿还 chang2/hai2
偿命 chang2/ming4
偿清 chang2/qing1
常备 chang2/bei4
常常 chang2/chang2
常德 chang2/de2
常规 chang2/gui1
常见 chang2/jian4
常量 chang2/liang4
常年 chang2/nian2
常青 chang2/qing1
常人 chang2/ren2
常任 chang2/ren4
常设 chang2/she4
常识 chang2/shi4
常事 chang2/shi4
常数 chang2/shu4
常说 chang2/shuo1
常态 chang2/tai4
常委 chang2/wei3
常温 chang2/wen1
常务 chang2/wu4
常用 chang2/yong4
常有 chang2/you3
常州 chang2/zhou1
常驻 chang2/zhu4
嫦娥 chang2/e2
厂部 chang3/bu4
厂长 chang3/zhang3
厂方 chang3/fang1
厂房 chang3/fang2
厂家 chang3/jia1
厂矿 chang3/kuang4
厂里 chang3/li3
厂区 chang3/qu1
厂商 chang3/shang1
厂史 chang3/shi3
厂址 chang3/zhi3
厂子 chang3/zi
场长 chang3/zhang3
场次 chang3/ci4
场地 chang3/de
场馆 chang3/guan3
场合 chang3/he2
场记 chang3/ji4
场景 chang3/jing3
场面 chang3/mian4
场内 chang3/nei4
场所 chang3/suo3
场外 chang3/wai4
场院 chang3/yuan4
场站 chang3/zhan4
场子 chang3/zi
敞车 chang3/che1
敞开 chang3/kai1
敞口 chang3/kou3
怅惘 chang4/wang3
畅达 chang4/da2
畅快 chang4/kuai4
畅谈 chang4/tan2
畅通 chang4/tong1
畅想 chang4/xiang3
畅销 chang4/xiao1
畅叙 chang4/xu4
畅饮 chang4/yin3
畅游 chang4/you2
倡导 chang4/dao3
倡议 chang4/yi4
唱词 chang4/ci2
唱段 chang4/duan4
唱歌 chang4/ge1
唱机 chang4/ji1
唱盘 chang4/pan2
唱片 chang4/pian4
唱票 chang4/piao4
唱腔 chang4/qiang1
唱戏 chang4/xi4
抄报 chao1/bao4
抄录 chao1/lu4
抄收 chao1/shou1
抄送 chao1/song4
抄袭 chao1/xi2
抄写 chao1/xie3
钞票 chao1/piao4
超产 chao1/chan3
超常 chao1/chang2
超车 chao1/che1
超出 chao1/chu1
超导 chao1/dao3
超额 chao1/e2
超凡 chao1/fan2
超高 chao1/gao1
超过 chao1/guo4
超级 chao1/ji2
超假 chao1/jia3
超量 chao1/liang4
超龄 chao1/ling2
超期 chao1/qi1
超前 chao1/qian2
超群 chao1/qun2
超然 chao1/ran2
超人 chao1/ren2
超生 chao1/sheng1
超声 chao1/sheng1
超收 chao1/shou1
超速 chao1/su4
超脱 chao1/tuo1
超音 chao1/yin1
超员 chao1/yuan2
超越 chao1/yue4
超载 chao1/zai4
超支 chao1/zhi1
超值 chao1/zhi2
超重 chao1/zhong4
巢穴 chao2/xue2
朝代 chao2/dai4
朝晖 chao2/hui1
朝气 chao2/qi4
朝廷 chao2/ting2
朝夕 chao2/xi1
朝霞 chao2/xia2
朝鲜 chao2/xian1
朝向 chao2/xiang4
朝阳 chao2/yang2
朝野 chao2/ye3
朝政 chao2/zheng4
朝着 chao2/zhe
嘲讽 chao2/feng4
嘲弄 chao2/nong4
嘲笑 chao2/xiao4
潮解 chao2/jie3
潮流 chao2/liu2
潮气 chao2/qi4
潮湿 chao2/shi1
潮水 chao2/shui3
潮汐 chao2/xi1
潮汛 chao2/xun4
吵架 chao3/jia4
吵闹 chao3/nao4
吵嚷 chao3/rang3
吵嘴 chao3/zui3
炒菜 chao3/cai4
炒面 chao3/mian4
车把 che1/ba3
车长 che1/zhang3
车场 che1/chang3
车臣 che1/chen2
车船 che1/chuan2
车床 che1/chuang2
车次 che1/ci4
车刀 che1/dao1
车灯 che1/deng1
车队 che1/dui4
车费 che1/fei4
车夫 che1/fu1
车工 che1/gong1
车祸 che1/huo4
车间 che1/jian1
车库 che1/ku4
车辆 che1/liang4
车铃 che1/ling2
车流 che1/liu2
车轮 che1/lun2
车门 che1/men2
车牌 che1/pai2
车皮 che1/pi2
车票 che1/piao4
车前 che1/qian2
车身 che1/shen1
车速 che1/su4
车厢 che1/xiang1
车站 che1/zhan4
车子 che1/zi
扯皮 che3/pi2
彻底 che4/di3
彻夜 che4/ye4
撤兵 che4/bing1
撤出 che4/chu1
撤除 che4/chu2
撤换 che4/huan4
撤回 che4/hui2
撤军 che4/jun1
撤离 che4/li2
撤诉 che4/su4
撤退 che4/tui4
撤消 che4/xiao1
撤销 che4/xiao1
撤职 che4/zhi2
撤走 che4/zou3
澈底 che4/di3
嗔怪 chen1/guai4
尘埃 chen2/ai1
尘土 chen2/tu3
沉底 chen2/di3
沉淀 chen2/dian4
沉浮 chen2/fu2
沉积 chen2/ji1
沉降 chen2/jiang4
沉浸 chen2/jin4
沉静 chen2/jing4
沉沦 chen2/lun2
沉没 chen2/mei2
沉闷 chen2/men4
沉迷 chen2/mi2
沉湎 chen2/mian3
沉默 chen2/mo4
沉溺 chen2/ni4
沉睡 chen2/shui4
沉思 chen2/si1
沉痛 chen2/tong4
沉稳 chen2/wen3
沉陷 chen2/xian4
沉吟 chen2/yin2
沉渣 chen2/zha1
沉重 chen2/zhong4
沉着 chen2/zhe
沉醉 chen2/zui4
陈腐 chen2/fu3
陈规 chen2/gui1
陈货 chen2/huo4
陈迹 chen2/ji1
陈旧 chen2/jiu4
陈列 chen2/lie4
陈设 chen2/she4
陈述 chen2/shu4
陈说 chen2/shuo1
晨光 chen2/guang1
晨曦 chen2/xi1
闯荡 chuang3/dang4
闯关 chuang3/guan1
闯过 chuang3/guo4
闯祸 chuang3/huo4
闯将 chuang3/jiang1
闯劲 chuang3/jin4
闯进 chuang3/jin4
闯入 chuang3/ru4
衬衫 chen4/shan1
衬托 chen4/tuo1
衬衣 chen4/yi1
衬映 chen4/ying4
称霸 cheng1/ba4
称道 cheng1/dao4
称号 cheng1/hao4
称呼 cheng1/hu1
称快 cheng1/kuai4
称颂 cheng1/song4
称叹 cheng1/tan4
称为 cheng1/wei4
称谓 cheng1/wei4
称心 cheng1/xin1
称雄 cheng1/xiong2
称许 cheng1/xu3
称意 cheng1/yi4
称赞 cheng1/zan4
称职 cheng1/zhi2
趁机 chen4/ji1
趁势 chen4/shi4
趁早 chen4/zao3
趁着 chen4/zhe
撑腰 cheng1/yao1
撑住 cheng1/zhu4
丞相 cheng2/xiang1
成败 cheng2/bai4
成倍 cheng2/bei4
成本 cheng2/ben3
成才 cheng2/cai2
成材 cheng2/cai2
成长 cheng2/zhang3
成虫 cheng2/chong2
成都 cheng2/dou1
成堆 cheng2/dui1
成对 cheng2/dui4
成分 cheng2/fen1
成份 cheng2/fen4
成风 cheng2/feng1
成功 cheng2/gong1
成规 cheng2/gui1
成果 cheng2/guo3
成婚 cheng2/hun1
成活 cheng2/huo2
成绩 cheng2/ji1
成家 cheng2/jia1
成见 cheng2/jian4
成交 cheng2/jiao1
成就 cheng2/jiu4
成块 cheng2/kuai4
成矿 cheng2/kuang4
成立 cheng2/li4
成了 cheng2/le
成名 cheng2/ming2
成年 cheng2/nian2
成批 cheng2/pi1
成片 cheng2/pian4
成品 cheng2/pin3
成器 cheng2/qi4
成全 cheng2/quan2
成群 cheng2/qun2
成人 cheng2/ren2
成色 cheng2/se4
成事 cheng2/shi4
成熟 cheng2/shu2
成套 cheng2/tao4
成天 cheng2/tian1
成为 cheng2/wei4
成文 cheng2/wen2
成效 cheng2/xiao4
成心 cheng2/xin1
成型 cheng2/xing2
成药 cheng2/yao4
成衣 cheng2/yi1
成因 cheng2/yin1
成荫 cheng2/yin1
成语 cheng2/yu3
成员 cheng2/yuan2
成灾 cheng2/zai1
呈报 cheng2/bao4
呈递 cheng2/di4
呈请 cheng2/qing3
呈示 cheng2/shi4
呈文 cheng2/wen2
呈现 cheng2/xian4
呈献 cheng2/xian4
承办 cheng2/ban4
承包 cheng2/bao1
承担 cheng2/dan1
承当 cheng2/dang1
承德 cheng2/de2
承兑 cheng2/dui4
承建 cheng2/jian4
承接 cheng2/jie1
承揽 cheng2/lan3
承蒙 cheng2/meng2
承诺 cheng2/nuo4
承认 cheng2/ren4
承受 cheng2/shou4
承袭 cheng2/xi2
承运 cheng2/yun4
承载 cheng2/zai4
承租 cheng2/zu1
诚恳 cheng2/ken3
诚朴 cheng2/pu3
诚然 cheng2/ran2
诚实 cheng2/shi2
诚心 cheng2/xin1
诚意 cheng2/yi4
诚挚 cheng2/zhi4
城堡 cheng2/bao3
城关 cheng2/guan1
城建 cheng2/jian4
城郊 cheng2/jiao1
城里 cheng2/li3
城楼 cheng2/lou2
城门 cheng2/men2
城墙 cheng2/qiang2
城区 cheng2/qu1
城市 cheng2/shi4
城乡 cheng2/xiang1
城镇 cheng2/zhen4
乘车 cheng2/che1
乘除 cheng2/chu2
乘船 cheng2/chuan2
乘法 cheng2/fa3
乘机 cheng2/ji1
乘积 cheng2/ji1
乘客 cheng2/ke4
乘凉 cheng2/liang2
乘数 cheng2/shu4
乘虚 cheng2/xu1
乘坐 cheng2/zuo4
乘座 cheng2/zuo4
惩办 cheng2/ban4
惩处 cheng2/chu4
惩罚 cheng2/fa2
惩戒 cheng2/jie4
惩治 cheng2/zhi4
程度 cheng2/du4
程控 cheng2/kong4
程式 cheng2/shi4
程序 cheng2/xu4
澄清 cheng2/qing1
逞能 cheng3/neng2
逞强 cheng3/qiang2
逞凶 cheng3/xiong1
秤杆 cheng4/gan1
秤砣 cheng4/tuo2
吃掉 chi1/diao4
吃饭 chi1/fan4
吃喝 chi1/he1
吃紧 chi1/jin3
吃劲 chi1/jin4
吃惊 chi1/jing1
吃苦 chi1/ku3
吃亏 chi1/kui1
吃力 chi1/li4
吃粮 chi1/liang2
吃请 chi1/qing3
吃水 chi1/shui3
吃透 chi1/tou4
吃香 chi1/xiang1
吃重 chi1/zhong4
痴迷 chi1/mi2
痴情 chi1/qing2
痴心 chi1/xin1
弛缓 chi2/huan3
池塘 chi2/tang2
池子 chi2/zi
驰骋 chi2/cheng3
驰名 chi2/ming2
迟迟 chi2/chi2
迟到 chi2/dao4
迟钝 chi2/dun4
迟缓 chi2/huan3
迟误 chi2/wu4
迟延 chi2/yan2
迟疑 chi2/yi2
迟早 chi2/zao3
持久 chi2/jiu3
持平 chi2/ping2
持球 chi2/qiu2
持续 chi2/xu4
持有 chi2/you3
持重 chi2/zhong4
尺寸 chi3/cun4
尺度 chi3/du4
尺码 chi3/ma3
齿轮 chi3/lun2
齿条 chi3/tiao2
耻辱 chi3/ru3
耻笑 chi3/xiao4
叱咤 chi4/zha4
斥责 chi4/ze2
赤诚 chi4/cheng2
赤道 chi4/dao4
赤豆 chi4/dou4
赤峰 chi4/feng1
赤脚 chi4/jiao3
赤金 chi4/jin1
赤贫 chi4/pin2
赤心 chi4/xin1
赤子 chi4/zi
赤字 chi4/zi4
炽烈 chi4/lie4
炽热 chi4/re4
翅膀 chi4/bang3
充斥 chong1/chi4
充当 chong1/dang1
充电 chong1/dian4
充分 chong1/fen1
充公 chong1/gong1
充饥 chong1/ji1
充满 chong1/man3
充沛 chong1/pei4
充气 chong1/qi4
充任 chong1/ren4
充实 chong1/shi2
充数 chong1/shu4
充水 chong1/shui3
充填 chong1/tian2
充裕 chong1/yu4
充足 chong1/zu2
冲程 chong1/cheng2
冲出 chong1/chu1
冲刺 chong1/ci4
冲淡 chong1/dan4
冲掉 chong1/diao4
冲动 chong1/dong4
冲锋 chong1/feng1
冲服 chong1/fu2
冲毁 chong1/hui3
冲击 chong1/ji1
冲积 chong1/ji1
冲垮 chong1/kua3
冲破 chong1/po4
冲刷 chong1/shua1
冲天 chong1/tian1
冲突 chong1/tu1
